Text,Character,Affiliation,Season,Episode,EpisodeName
"  If you're going to give her one, you need to perform.",TYWIN LANNISTER,WESTERLANDS,3,8,Second Sons
"  This isn't about your wedding. Renly Baratheon had a wedding. Your wife needs a child, a Lannister child, as soon as possible.",TYWIN LANNISTER,WESTERLANDS,3,8,Second Sons
" You can drink, you can joke, you can engage in juvenile attempts to make your father uncomfortable, but you will do your duty.",TYWIN LANNISTER,WESTERLANDS,3,8,Second Sons
" Your uncle is clearly quite drunk, Your Grace.",TYWIN LANNISTER,WESTERLANDS,3,8,Second Sons
More than once.,TYWIN LANNISTER,WESTERLANDS,3,8,Second Sons
You seem rather drunk.,TYWIN LANNISTER,WESTERLANDS,3,8,Second Sons
" Any man who must say, 'I am the king' is no true king. I'll make sure you understand that when I've won your war for you.",TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
" But to slaughter them at a wedding. Explain to me why it is more noble to kill 10,000 men in battle than a dozen at dinner.",TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
" Easy for me, is it?",TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
" Grand Maester, perhaps some essence of nightshade to help him sleep.",TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
" One way or another, you will get that girl pregnant.",TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
" The day that you were born. I wanted to carry you into the sea and let the waves wash you away. Instead, I let you live. And I brought you as my son. Because you're a Lannister.",TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
" To end the war. To protect the family. Do you want to write a song for the dead Starks? Go ahead, write one. I'm in this world a little while longer to defend the Lannisters, to defend my blood.",TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
Does that amuse you?,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
Good. Let them remember what happens when they march on the south. All the Stark men are dead. Winterfell is a ruin. Roose Bolton will be named Warden of the North until your son by Sansa comes of age.,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
I believe you still have some work to do on that score.,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
Mm-hmm.,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
Mm-hmm.,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
Not you.,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
Shall I explain to you in one easy lesson how the world works?,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
The house that puts family first will always defeat the house that puts the whims and wishes of its sons and daughters first. A good man does everything in his power to better his family's position regardless of his own selfish desires.,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
The king is tired. See him to his chambers.,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
Which he got from me. Do you disapprove?,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
You really think a crown gives you power?,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
You're a fool if you believe he's the most powerful man in Westeros.,TYWIN LANNISTER,WESTERLANDS,3,10,Mhysa
" For 40 years I've tried to teach you. If you haven't learned by now, you never will. Go. If serving as a glorified bodyguard is the sum of your ambition, go serve.",TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
A one-handed man with no family needs all the help he can get.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
And now we have two.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
From someone who no longer had need of it.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
I am the King's Hand. My place is here. I don't expect to see the Rock again before I die.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
I don't believe I asked you a question.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
If you think your bloody honor comes before...,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
It is.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
Keep it.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
Mm-hmm.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
No?,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
Other knights protected the king while you were a prisoner. They will continue to do so when you go home.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
The original weapon was absurdly large. Plenty of steel for two swords.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
The war is over. The king is safe. The king is never safe.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
There are three living smiths who know how to rework Valyrian steel. The finest of them was in Volantis. Came here to King's Landing at my invitation.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
What do you want?,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
You can't serve in the Kingsguard with one hand.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
You won't be breaking anything. There is a precedent to relieve a Kingsguard of his duties. The king will exercise that prerogative.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
You'll have to train your left hand.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
You'll never be as good.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
You'll return to Casterly Rock and rule in my stead.,TYWIN LANNISTER,WESTERLANDS,4,1,Two Swords
" Bit much, wouldn't you say?",TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
" One of only two Valyrian steel swords in the capital, Your Grace, freshly forged in your honor.",TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
" Please give him our regards. With any luck, the gout will abate with time and he will be able to walk again.",TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
Charmed.,TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
Have her brought to the Tower of the Hand before the wedding.,TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
I won't ask why.,TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
I'm not worried about the Iron Bank.,TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
Noblemen in my part of the country don't enjoy the same lifestyle as our counterparts in Dorne.,TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
People who spend their money on this sort of nonsense tend not to have it for long.,TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
Prince Oberyn.,TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
Proportionate to what?,TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
Shall we stick golden roses in half the meat pies to commemorate your generosity?,TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
You're in rather a good mood.,TYWIN LANNISTER,WESTERLANDS,4,2,The Lion and the Rose
" Here I stand unarmed, unguarded. Should I be concerned?",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" Mm, I think so as well. You've got the right temperament for it. But what makes a good king? Hmm? What is a good king's single most important quality?",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" No, thank you.",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" No, thank you.",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" No. Of course not. A wise king knows what he knows and what he doesn't. You're young. A wise young king listens to his counselors and heeds their advice until he comes of age. And the wisest kings continue to listen to them long afterwards... Your brother was not a wise king. Your brother was not a good king. If he had been, perhaps he'd still be alive. Now, as the king, you will have to marry. Do you understand why?",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" Not long ago, the Tyrells sided with Renly Baratheon. Declared themselves enemies of the throne. Now they are our strongest allies.",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" There will be a trial for my son. And as custom dictates, three judges will render a verdict. I will preside. Mace Tyrell will serve as the second judge. I would like you to be the third.",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" We are not the Seven Kingdoms until Dorne returns to the fold. The king is dead. The Greyjoys are in open rebellion. A wildling army marches on the Wall. And in the East, a Targaryen girl has three dragons. Before long, she will turn her eyes to Westeros. Only the Dornish managed to resist Aegon Targaryen and his dragons.",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" Yes, but has anyone explained the details to you?",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" Yes, but why? To further the family line. Do you know how that happens?",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" Yes, you will become king. What kind of king do you think you'll be?",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" Yes. Strength. King Robert was strong. He won the rebellion and crushed the Targaryen dynasty. And he attended three small council meetings in 17 years. He spent his time whoring and hunting and drinking until the last two killed him. So, we have a man who starves himself to death, a man who lets his own brother murder him, and a man who thinks that winning and ruling are the same thing. What do they all lack?",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
" Your hatred for my family is rather well known. You arrive at the capital, an expert in poisoning, some days later my grandson dies of poisoning.",TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
Are you?,TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
Categorically.,TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
Find her. Bar the gates of the city. Seize every ship in the harbor.,TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
For which you blame me.,TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
Hmm. Baelor the Blessed was holy. And pious. He built this sept. He also named a six-year-old boy high septon because he thought the boy could work miracles. He ended up fasting himself into an early grave because food was of this world and this world was sinful.,TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
I could arrange for this meeting.,TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
I hear you studied poisons at the Citadel.,TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
I will also invite you to sit on the small council to serve as one of the new king's principal advisors.,TYWIN LANNISTER,WESTERLANDS,4,3,Breaker of Chains
